Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /optimize [hot],536,0,7,11.60361902961384,5.207100010011345,128.24120000004768,830.0,38.47929404147882,0.0,7,9,11,12,16,35,56,60,130,130,130
POST,POST /prompts [seed],12,0,7,6.9896250060992315,6.191799999214709,8.617500017862767,34.0,0.861476732271914,0.0,7,7,7,7,7,9,9,9,9,9,9
PUT,PUT /optimize/config,1,0,15.02800002344884,15.02800002344884,15.02800002344884,15.02800002344884,507.0,0.07178972768932616,0.0,15,15,15,15,15,15,15,15,15,15,15
,Aggregated,549,0,7,11.50900418938007,5.207100010011345,128.24120000004768,812.0127504553734,39.41256050144006,0.0,7,9,11,12,16,35,56,60,130,130,130
