Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /prompts,269,0,13,36.411173605545315,7.277500000782311,224.18079999624752,9684.791821561339,19.158895474686698,0.0,13,24,52,65,100,130,180,220,220,220,220
GET,GET /prompts/search,84,0,16,51.67062737988696,7.718500011833385,173.5525000258349,13725.809523809523,5.982703419604768,0.0,16,71,99,120,130,150,160,170,170,170,170
POST,POST /optimize,4,0,17,1381.488500002888,12.122200016165152,5466.924800013658,753.0,0.28489063902879846,0.0,30,30,5500,5500,5500,5500,5500,5500,5500,5500,5500
POST,POST /prompts,38,0,38,45.701463158413965,25.75600001728162,141.32120000431314,400.0,2.706461070773585,0.0,39,46,54,57,68,100,140,140,140,140,140
POST,POST /prompts [seed],12,0,28,30.489300006593112,26.82739999727346,47.64820000855252,425.1666666666667,0.8546719170863953,0.0,29,29,33,33,34,48,48,48,48,48,48
PUT,PUT /optimize/config,1,0,30.756300024222583,30.756300024222583,30.756300024222583,30.756300024222583,507.0,0.07122265975719962,0.0,31,31,31,31,31,31,31,31,31,31,31
PUT,PUT /prompts/{project}/{name},38,0,48,57.232376315943455,32.462500006658956,115.80620001768693,254.0,2.706461070773585,0.0,50,61,74,80,95,110,120,120,120,120,120
,Aggregated,446,0,23,53.74216636758446,7.277500000782311,5466.924800013658,8501.45739910314,31.765306251711028,0.0,23,43,60,74,110,130,160,220,5500,5500,5500
