Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/optimize [cold],2,0,6400,9396.952249997412,6354.704099998344,12439.20039999648,696.5,0.15956243041999693,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
POST,POST /v1/prompts [seed],12,0,6,6.372283331681198,5.963900010101497,7.10290001006797,34.0,0.9573745825199815,0.0,6,6,7,7,7,7,7,7,7,7,7
PUT,PUT /v1/optimize/config,1,0,14.091799996094778,14.091799996094778,14.091799996094778,14.091799996094778,507.0,0.07978121520999847,0.0,14,14,14,14,14,14,14,14,14,14,14
,Aggregated,15,0,6,1258.9642466647394,5.963900010101497,12439.20039999648,153.86666666666667,1.1967182281499769,0.0,6,7,7,14,6400,12000,12000,12000,12000,12000,12000
