Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/prompts,286,0,9,15.641774125482685,3.8896999903954566,89.4432999775745,9543.902097902097,20.341753190596314,0.0,9,15,22,25,37,47,55,64,89,89,89
GET,GET /v1/prompts/search,72,0,48,88.42488194245055,6.2729000055696815,393.75180000206456,88153.68055555556,5.1210008032270435,0.0,57,140,150,160,180,200,380,390,390,390,390
POST,POST /v1/optimize,7,0,19,18.946242859653598,7.004000013694167,41.25420001219027,830.0,0.49787507809151815,0.0,19,20,22,22,41,41,41,41,41,41,41
POST,POST /v1/prompts,52,0,15,18.634305769340315,9.911699977237731,111.27769999438897,400.0,3.6985005801084205,0.0,16,18,21,22,27,32,37,110,110,110,110
POST,POST /v1/prompts [seed],12,0,7,7.063958333067906,5.552499991608784,8.842499984893948,34.0,0.853500133871174,0.0,7,7,8,8,8,9,9,9,9,9,9
PUT,PUT /v1/optimize/config,1,0,13.968199986265972,13.968199986265972,13.968199986265972,13.968199986265972,507.0,0.07112501115593117,0.0,14,14,14,14,14,14,14,14,14,14,14
PUT,PUT /v1/prompts/{project}/{name},52,0,18,19.377184618161454,9.988300007535145,43.805699999211356,254.0,3.6985005801084205,0.0,18,21,25,25,28,38,43,44,44,44,44
,Aggregated,482,0,12,27.07073817405651,3.8896999903954566,393.75180000206456,18915.672199170123,34.28225537715882,0.0,12,18,24,28,49,140,180,200,390,390,390
