Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/prompts,510,0,190,206.4934670586737,11.12829998601228,537.7212000021245,9065.366666666667,36.32752974042119,0.0,190,230,270,310,400,440,490,510,540,540,540
GET,GET /v1/prompts/search,116,0,570,535.0290965552317,9.877600008621812,1276.8128000025172,73460.55172413793,8.262732254684035,0.0,570,700,760,800,1100,1100,1200,1200,1300,1300,1300
POST,POST /v1/optimize,31,0,270,263.5944838684443,42.908200004603714,522.9200999892782,941.0,2.208143964613837,0.0,270,310,380,380,410,510,520,520,520,520,520
POST,POST /v1/prompts,93,0,260,274.8058623654933,29.871800012188032,568.39790000231,400.0,6.6244318938415105,0.0,260,360,400,420,480,530,550,570,570,570,570
POST,POST /v1/prompts [seed],12,0,11,11.081116669326244,10.213600005954504,13.077499985229224,34.0,0.8547654056569691,0.0,11,11,11,11,11,13,13,13,13,13,13
PUT,PUT /v1/optimize/config,1,0,21.038300008513033,21.038300008513033,21.038300008513033,21.038300008513033,507.0,0.07123045047141409,0.0,21,21,21,21,21,21,21,21,21,21,21
PUT,PUT /v1/prompts/{project}/{name},88,0,230,268.5401022727919,30.524600006174296,579.8374000005424,254.0,6.26827964148444,0.0,230,310,350,390,530,560,580,580,580,580,580
,Aggregated,851,0,210,264.264345828777,9.877600008621812,1276.8128000025172,15551.585193889541,60.617113351173394,0.0,210,280,360,400,510,690,930,1100,1300,1300,1300
